shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
410024,33.789552,-118.215473,200017,3.943
410024,33.789474,-118.215474,200018,3.949
410024,33.789421,-118.215473,200019,3.952
410024,33.789393,-118.215472,200020,3.954
410024,33.789393,-118.215472,210001,3.954
410024,33.789258,-118.215469,210002,3.963
410024,33.789014,-118.215462,210003,3.980
410024,33.788774,-118.215465,210004,3.997
410024,33.788598,-118.215468,210005,4.009
410024,33.788575,-118.215468,210006,4.010
410024,33.788414,-118.215470,210007,4.022
410024,33.788156,-118.215473,210008,4.039
410024,33.787928,-118.215473,210009,4.055
410024,33.787736,-118.215473,210010,4.068
410024,33.787560,-118.215474,210011,4.080
410024,33.787300,-118.215474,210012,4.098
410024,33.787147,-118.215477,210013,4.109
410024,33.787147,-118.215477,220001,4.109
410024,33.787085,-118.215477,220002,4.113
410024,33.786948,-118.215479,220003,4.123
410024,33.786785,-118.215480,220004,4.134
410024,33.786679,-118.215480,220005,4.141
410024,33.786457,-118.215481,220006,4.156
410024,33.786229,-118.215479,220007,4.172
410024,33.785973,-118.215476,220008,4.190
410024,33.785809,-118.215474,220009,4.201
410024,33.785552,-118.215472,220010,4.219
410024,33.785335,-118.215472,220011,4.234
410024,33.785116,-118.215470,220012,4.249
410024,33.784921,-118.215475,220013,4.262
410024,33.784660,-118.215479,220014,4.280
410024,33.784442,-118.215480,220015,4.295
410024,33.784442,-118.215480,230001,4.295
410024,33.784441,-118.215480,230002,4.295
410024,33.784300,-118.215480,230003,4.305
410024,33.784217,-118.215481,230004,4.311
410024,33.784021,-118.215478,230005,4.324
410024,33.783760,-118.215474,230006,4.342
410024,33.783561,-118.215478,230007,4.356
410024,33.783321,-118.215483,230008,4.373
410024,33.783201,-118.215481,230009,4.381
410024,33.783033,-118.215478,230010,4.393
410024,33.782801,-118.215474,230011,4.408
410024,33.782670,-118.215470,230012,4.417
410024,33.782667,-118.215226,230013,4.432
410024,33.782667,-118.215064,230014,4.441
410024,33.782667,-118.215064,240001,4.441
410024,33.782667,-118.214267,240002,4.487
410024,33.782663,-118.214054,240003,4.499
410024,33.782658,-118.213800,240004,4.514
410024,33.782656,-118.213532,240005,4.529
410024,33.782650,-118.212900,240006,4.565
410024,33.782649,-118.212623,240007,4.581
410024,33.782647,-118.212433,240008,4.592
410024,33.782646,-118.212144,240009,4.609
410024,33.782644,-118.211888,240010,4.624
410024,33.782643,-118.211711,240011,4.634
410024,33.782641,-118.211314,240012,4.657
410024,33.782637,-118.210974,240013,4.676
410024,33.782634,-118.210701,240014,4.692
410024,33.782635,-118.210588,240015,4.698
410024,33.782635,-118.210588,250001,4.698
410024,33.782635,-118.210473,250002,4.705
410024,33.782637,-118.210431,250003,4.707
410024,33.782635,-118.210338,250004,4.713
410024,33.782632,-118.210178,250005,4.722
410024,33.782632,-118.209557,250006,4.758
410024,33.782637,-118.209168,250007,4.780
410024,33.782634,-118.208630,250008,4.811
410024,33.782632,-118.208048,250009,4.845
410024,33.782623,-118.207866,250010,4.855
410024,33.782619,-118.207749,250011,4.862
410024,33.782623,-118.207687,250012,4.865
410024,33.782622,-118.207621,250013,4.869
410024,33.782629,-118.207535,250014,4.874
410024,33.782628,-118.207490,250015,4.877
410024,33.782629,-118.207445,250016,4.879
410024,33.782626,-118.207298,250017,4.888
410024,33.782620,-118.206485,250018,4.935
410024,33.782619,-118.206340,250019,4.943
410024,33.782617,-118.206119,250020,4.956
410024,33.782613,-118.205505,250021,4.991
410024,33.782611,-118.204706,250022,5.037
410024,33.782611,-118.204656,250023,5.040
410024,33.782607,-118.204082,250024,5.073
410024,33.782607,-118.203886,250025,5.084
410024,33.782598,-118.203184,250026,5.125
410024,33.782592,-118.201896,250027,5.199
410024,33.782640,-118.201788,250028,5.206
410024,33.782630,-118.201491,250029,5.223
410024,33.782630,-118.201212,250030,5.239
410024,33.782622,-118.200991,250031,5.252
410024,33.782622,-118.200889,250032,5.258
410024,33.782620,-118.200663,250033,5.271
410024,33.782619,-118.200595,250034,5.275
410024,33.782619,-118.200595,260001,5.275
410024,33.782617,-118.200411,260002,5.285
410024,33.782618,-118.200288,260003,5.292
410024,33.782618,-118.200214,260004,5.296
410024,33.782608,-118.199900,260005,5.315
410024,33.782611,-118.199688,260006,5.327
410024,33.782596,-118.199376,260007,5.345
410024,33.782598,-118.199072,260008,5.362
410024,33.782600,-118.198844,260009,5.375
410024,33.782601,-118.198679,260010,5.385
410024,33.782602,-118.198630,260011,5.388
410024,33.782604,-118.198420,260012,5.400
410024,33.782605,-118.198317,260013,5.406
410024,33.782608,-118.198033,260014,5.422
410024,33.782606,-118.197730,260015,5.439
410024,33.782606,-118.197728,260016,5.440
410024,33.782606,-118.197728,270001,5.440
410024,33.782604,-118.197533,270002,5.451
410024,33.782604,-118.197320,270003,5.463
410024,33.782601,-118.197018,270004,5.480
410024,33.782601,-118.196927,270005,5.486
410024,33.782602,-118.196688,270006,5.499
410024,33.782603,-118.196366,270007,5.518
410024,33.782601,-118.196069,270008,5.535
410024,33.782601,-118.195846,270009,5.548
410024,33.782601,-118.195846,280001,5.548
410024,33.782600,-118.195703,280002,5.556
410024,33.782603,-118.195526,280003,5.566
410024,33.782606,-118.195365,280004,5.576
410024,33.782611,-118.195067,280005,5.593
410024,33.782607,-118.194723,280006,5.613
410024,33.782605,-118.194523,280007,5.624
410024,33.782604,-118.194418,280008,5.630
410024,33.782599,-118.194055,280009,5.651
410024,33.782598,-118.193973,280010,5.656
410024,33.782598,-118.193892,280011,5.660
410024,33.782599,-118.193708,280012,5.671
410024,33.782605,-118.193448,280013,5.686
410024,33.782605,-118.193448,290001,5.686
410024,33.782607,-118.193388,290002,5.689
410024,33.782606,-118.193131,290003,5.704
410024,33.782605,-118.193033,290004,5.710
410024,33.782605,-118.192960,290005,5.714
410024,33.782603,-118.192794,290006,5.724
410024,33.782602,-118.192700,290007,5.729
410024,33.782599,-118.192391,290008,5.747
410024,33.782597,-118.192056,290009,5.766
410024,33.782597,-118.191869,290010,5.777
410024,33.782601,-118.191726,290011,5.785
410024,33.782600,-118.191495,290012,5.798
410024,33.782596,-118.191101,290013,5.821
410024,33.782597,-118.190986,290014,5.828
410024,33.782594,-118.190888,290015,5.833
410024,33.782596,-118.190814,290016,5.838
410024,33.782594,-118.190490,290017,5.856
410024,33.782594,-118.190418,290018,5.860
410024,33.782596,-118.190347,290019,5.864
410024,33.782594,-118.190254,290020,5.870
410024,33.782600,-118.190088,290021,5.879
410024,33.782602,-118.189814,290022,5.895
410024,33.782605,-118.189507,290023,5.913
410024,33.782602,-118.189386,290024,5.920
410024,33.782602,-118.189279,290025,5.926
410024,33.782601,-118.188977,290026,5.943
410024,33.782601,-118.188857,290027,5.950
410024,33.782603,-118.188791,290028,5.954
410024,33.782605,-118.188736,290029,5.957
410024,33.782607,-118.188641,290030,5.963
410024,33.782615,-118.188432,290031,5.975
410024,33.782619,-118.188322,290032,5.981
410024,33.782619,-118.188310,290033,5.982
410024,33.782619,-118.188310,300001,5.982
410024,33.782617,-118.187990,300002,6.000
410024,33.782614,-118.187730,300003,6.015
410024,33.782613,-118.187601,300004,6.022
410024,33.782610,-118.187350,300005,6.037
410024,33.782608,-118.187232,300006,6.044
410024,33.782607,-118.187135,300007,6.049
410024,33.782604,-118.186946,300008,6.060
410024,33.782600,-118.186703,300009,6.074
410024,33.782599,-118.186451,300010,6.089
410024,33.782599,-118.186451,310001,6.089
410024,33.782599,-118.186414,310002,6.091
410024,33.782598,-118.186273,310003,6.099
410024,33.782602,-118.186063,310004,6.111
410024,33.782598,-118.185744,310005,6.129
410024,33.782598,-118.185690,310006,6.132
410024,33.782601,-118.185298,310007,6.155
410024,33.782597,-118.185036,310008,6.170
410024,33.782598,-118.184897,310009,6.178
410024,33.782597,-118.184733,310010,6.187
410024,33.782597,-118.184733,320001,6.187
410024,33.782597,-118.184708,320002,6.189
410024,33.782597,-118.184639,320003,6.193
410024,33.782598,-118.184561,320004,6.197
410024,33.782598,-118.184496,320005,6.201
410024,33.782598,-118.184393,320006,6.207
410024,33.782598,-118.184220,320007,6.217
410024,33.782598,-118.183947,320008,6.233
410024,33.782599,-118.183678,320009,6.248
410024,33.782599,-118.183485,320010,6.259
410024,33.782597,-118.183404,320011,6.264
410024,33.782597,-118.183088,320012,6.282
410024,33.782596,-118.182854,320013,6.296
410024,33.782596,-118.182660,320014,6.307
410024,33.782596,-118.182660,330001,6.307
410024,33.782596,-118.182556,330002,6.313
410024,33.782595,-118.182304,330003,6.327
410024,33.782598,-118.182005,330004,6.345
410024,33.782599,-118.181783,330005,6.357
410024,33.782598,-118.181475,330006,6.375
410024,33.782597,-118.181226,330007,6.389
410024,33.782598,-118.181002,330008,6.402
410024,33.782598,-118.180696,330009,6.420
410024,33.782599,-118.180476,330010,6.433
410024,33.782599,-118.180476,340001,6.433
410024,33.782599,-118.180411,340002,6.436
410024,33.782600,-118.180243,340003,6.446
410024,33.782601,-118.180083,340004,6.455
410024,33.782601,-118.179686,340005,6.478
410024,33.782601,-118.179463,340006,6.491
410024,33.782600,-118.179268,340007,6.502
410024,33.782600,-118.179023,340008,6.516
410024,33.782599,-118.178579,340009,6.542
410024,33.782599,-118.178375,340010,6.553
410024,33.782598,-118.178237,340011,6.561
410024,33.782598,-118.178108,340012,6.569
410024,33.782599,-118.177958,340013,6.577
410024,33.782598,-118.177714,340014,6.591
410024,33.782598,-118.177714,350001,6.591
410024,33.782598,-118.177687,350002,6.593
410024,33.782601,-118.177352,350003,6.612
410024,33.782600,-118.177198,350004,6.621
410024,33.782600,-118.176981,350005,6.634
410024,33.782599,-118.176714,350006,6.649
410024,33.782599,-118.176576,350007,6.657
410024,33.782598,-118.176345,350008,6.670
410024,33.782597,-118.176202,350009,6.678
410024,33.782597,-118.176202,360001,6.678
410024,33.782595,-118.176093,360002,6.685
410024,33.782594,-118.175983,360003,6.691
410024,33.782597,-118.175618,360004,6.712
410024,33.782596,-118.175494,360005,6.719
410024,33.782595,-118.175256,360006,6.733
410024,33.782598,-118.174895,360007,6.754
410024,33.782598,-118.174791,360008,6.760
410024,33.782599,-118.174636,360009,6.769
410024,33.782599,-118.174474,360010,6.778
410024,33.782600,-118.174297,360011,6.788
410024,33.782600,-118.174166,360012,6.796
410024,33.782597,-118.173625,360013,6.827
410024,33.782598,-118.173442,360014,6.837
410024,33.782599,-118.173310,360015,6.845
410024,33.782602,-118.173102,360016,6.857
410024,33.782600,-118.172868,360017,6.870
410024,33.782601,-118.172471,360018,6.893
410024,33.782601,-118.172374,360019,6.899
410024,33.782601,-118.172374,370001,6.899
410024,33.782601,-118.172297,370002,6.903
410024,33.782598,-118.171995,370003,6.921
410024,33.782597,-118.171704,370004,6.937
410024,33.782597,-118.171540,370005,6.947
410024,33.782596,-118.171359,370006,6.957
410024,33.782596,-118.171204,370007,6.966
410024,33.782595,-118.170912,370008,6.983
410024,33.782595,-118.170682,370009,6.996
410024,33.782595,-118.170450,370010,7.010
410024,33.782595,-118.170323,370011,7.017
410024,33.782596,-118.170127,370012,7.028
410024,33.782596,-118.169820,370013,7.046
410024,33.782596,-118.169646,370014,7.056
410024,33.782596,-118.169646,380001,7.056
410024,33.782597,-118.169541,380002,7.062
410024,33.782597,-118.169309,380003,7.075
410024,33.782595,-118.169003,380004,7.093
410024,33.782594,-118.168863,380005,7.101
410024,33.782594,-118.168737,380006,7.108
410024,33.782588,-118.168500,380007,7.122
410024,33.782599,-118.168043,380008,7.148
410024,33.782598,-118.167886,380009,7.157
410024,33.782595,-118.167647,380010,7.171
410024,33.782597,-118.167438,380011,7.183
410024,33.782597,-118.167438,390001,7.183
410024,33.782597,-118.167399,390002,7.185
410024,33.782599,-118.167252,390003,7.194
410024,33.782599,-118.167183,390004,7.198
410024,33.782599,-118.167065,390005,7.204
410024,33.782599,-118.166949,390006,7.211
410024,33.782599,-118.166791,390007,7.220
410024,33.782599,-118.166570,390008,7.233
410024,33.782599,-118.166312,390009,7.248
410024,33.782598,-118.166150,390010,7.257
410024,33.782598,-118.165915,390011,7.271
410024,33.782598,-118.165708,390012,7.282
410024,33.782597,-118.165481,390013,7.296
410024,33.782597,-118.165270,390014,7.308
410024,33.782597,-118.165270,400001,7.308
410024,33.782597,-118.165249,400002,7.309
410024,33.782597,-118.165046,400003,7.321
410024,33.782597,-118.164944,400004,7.326
410024,33.782597,-118.164811,400005,7.334
410024,33.782599,-118.164654,400006,7.343
410024,33.782599,-118.164398,400007,7.358
410024,33.782596,-118.164120,400008,7.374
410024,33.782595,-118.164023,400009,7.379
410024,33.782596,-118.163859,400010,7.389
410024,33.782594,-118.163652,400011,7.401
410024,33.782593,-118.163311,400012,7.420
410024,33.782593,-118.163081,400013,7.434
410024,33.782593,-118.163081,410001,7.434
410024,33.782594,-118.162974,410002,7.440
410024,33.782594,-118.162780,410003,7.451
410024,33.782594,-118.162607,410004,7.461
410024,33.782594,-118.162504,410005,7.467
410024,33.782595,-118.162240,410006,7.482
410024,33.782596,-118.161987,410007,7.497
410024,33.782596,-118.161884,410008,7.503
410024,33.782597,-118.161523,410009,7.523
410024,33.782597,-118.161379,410010,7.532
410024,33.782598,-118.161109,410011,7.547
410024,33.782597,-118.160861,410012,7.561
410024,33.782597,-118.160820,410013,7.564
410024,33.782597,-118.160820,420001,7.564
410024,33.782597,-118.160722,420002,7.569
410024,33.782600,-118.160583,420003,7.577
410024,33.782595,-118.160308,420004,7.593
410024,33.782594,-118.160047,420005,7.608
410024,33.782595,-118.159782,420006,7.624
410024,33.782595,-118.159615,420007,7.633
410024,33.782598,-118.159460,420008,7.642
410024,33.782595,-118.159298,420009,7.651
410024,33.782594,-118.159186,420010,7.658
410024,33.782594,-118.159047,420011,7.666
410024,33.782594,-118.158931,420012,7.673
410024,33.782594,-118.158877,420013,7.676
410024,33.782594,-118.158740,420014,7.683
410024,33.782594,-118.158740,430001,7.683
410024,33.782594,-118.158631,430002,7.690
410024,33.782594,-118.158464,430003,7.699
410024,33.782594,-118.158433,430004,7.701
410024,33.782594,-118.158281,430005,7.710
410024,33.782594,-118.158109,430006,7.720
410024,33.782594,-118.157846,430007,7.735
410024,33.782593,-118.157573,430008,7.751
410024,33.782592,-118.157420,430009,7.759
410024,33.782592,-118.157197,430010,7.772
410024,33.782591,-118.157036,430011,7.782
410024,33.782590,-118.156763,430012,7.797
410024,33.782591,-118.156519,430013,7.811
410024,33.782591,-118.156519,440001,7.811
410024,33.782591,-118.156503,440002,7.812
410024,33.782592,-118.156306,440003,7.824
410024,33.782593,-118.155920,440004,7.846
410024,33.782594,-118.155652,440005,7.861
410024,33.782595,-118.155391,440006,7.876
410024,33.782595,-118.155205,440007,7.887
410024,33.782595,-118.155092,440008,7.893
410024,33.782596,-118.154891,440009,7.905
410024,33.782597,-118.154681,440010,7.917
410024,33.782597,-118.154581,440011,7.923
410024,33.782597,-118.154507,440012,7.927
410024,33.782597,-118.154350,440013,7.936
410024,33.782597,-118.154350,450001,7.936
410024,33.782598,-118.154278,450002,7.940
410024,33.782598,-118.154085,450003,7.951
410024,33.782594,-118.153958,450004,7.959
410024,33.782599,-118.153735,450005,7.972
410024,33.782600,-118.153607,450006,7.979
410024,33.782600,-118.153506,450007,7.985
410024,33.782597,-118.153252,450008,7.999
410024,33.782595,-118.153127,450009,8.007
410024,33.782595,-118.152985,450010,8.015
410024,33.782595,-118.152930,450011,8.018
410024,33.782596,-118.152827,450012,8.024
410024,33.782595,-118.152785,450013,8.026
410024,33.782594,-118.152740,450014,8.029
410024,33.782594,-118.152552,450015,8.040
410024,33.782594,-118.152412,450016,8.048
410024,33.782593,-118.152103,450017,8.065
410024,33.782594,-118.152012,450018,8.071
410024,33.782594,-118.152012,460001,8.071
410024,33.782594,-118.151993,460002,8.072
410024,33.782595,-118.151810,460003,8.082
410024,33.782594,-118.151568,460004,8.096
410024,33.782593,-118.151336,460005,8.110
410024,33.782593,-118.151070,460006,8.125
410024,33.782594,-118.150896,460007,8.135
410024,33.782594,-118.150820,460008,8.139
410024,33.782594,-118.150720,460009,8.145
410024,33.782595,-118.150544,460010,8.155
410024,33.782597,-118.150244,460011,8.172
410024,33.782595,-118.149989,460012,8.187
410024,33.782595,-118.149989,470001,8.187
410024,33.782595,-118.149974,470002,8.188
410024,33.782593,-118.149722,470003,8.203
410024,33.782592,-118.149407,470004,8.221
410024,33.782592,-118.149220,470005,8.231
410024,33.782591,-118.149013,470006,8.243
410024,33.782591,-118.148812,470007,8.255
410024,33.782587,-118.147744,470008,8.316
410024,33.782586,-118.147524,470009,8.329
410024,33.782588,-118.147319,470010,8.341
410024,33.782588,-118.147319,480001,8.341
410024,33.782588,-118.147310,480002,8.341
410024,33.782589,-118.147203,480003,8.348
410024,33.782591,-118.146982,480004,8.360
410024,33.782589,-118.146644,480005,8.380
410024,33.782588,-118.146411,480006,8.393
410024,33.782588,-118.146273,480007,8.401
410024,33.782589,-118.146138,480008,8.409
410024,33.782591,-118.145893,480009,8.423
410024,33.782590,-118.145679,480010,8.435
410024,33.782590,-118.145679,490001,8.435
410024,33.782590,-118.145652,490002,8.437
410024,33.782590,-118.145520,490003,8.444
410024,33.782590,-118.145342,490004,8.455
410024,33.782590,-118.145020,490005,8.473
410024,33.782590,-118.144809,490006,8.485
410024,33.782590,-118.144550,490007,8.500
410024,33.782590,-118.144392,490008,8.509
410024,33.782589,-118.143974,490009,8.533
410024,33.782589,-118.143717,490010,8.548
410024,33.782589,-118.143518,490011,8.560
410024,33.782589,-118.143518,500001,8.560
410024,33.782590,-118.143484,500002,8.562
410024,33.782590,-118.143304,500003,8.572
410024,33.782590,-118.143063,500004,8.586
410024,33.782591,-118.142868,500005,8.597
410024,33.782591,-118.142634,500006,8.610
410024,33.782591,-118.142406,500007,8.624
410024,33.782590,-118.142206,500008,8.635
410024,33.782590,-118.142092,500009,8.642
410024,33.782591,-118.141943,500010,8.650
410024,33.782589,-118.141771,500011,8.660
410024,33.782587,-118.141526,500012,8.674
410024,33.782587,-118.141276,500013,8.689
410024,33.782587,-118.141168,500014,8.695
410024,33.782587,-118.141168,510001,8.695
410024,33.782587,-118.141165,510002,8.695
410024,33.782587,-118.140959,510003,8.707
410024,33.782585,-118.140784,510004,8.717
410024,33.782581,-118.140507,510005,8.733
410024,33.782580,-118.140236,510006,8.749
410024,33.782579,-118.140101,510007,8.756
410024,33.782579,-118.139914,510008,8.767
410024,33.782578,-118.139677,510009,8.781
410024,33.782578,-118.139677,520001,8.781
410024,33.782576,-118.139342,520002,8.800
410024,33.782576,-118.138823,520003,8.830
410024,33.782576,-118.138613,520004,8.842
410024,33.782576,-118.138304,520005,8.860
410024,33.782575,-118.138139,520006,8.869
410024,33.782573,-118.137747,520007,8.892
410024,33.782573,-118.137465,520008,8.908
410024,33.782573,-118.137196,520009,8.923
410024,33.782573,-118.136996,520010,8.935
410024,33.782575,-118.136162,520011,8.983
410024,33.782575,-118.136005,520012,8.992
410024,33.782575,-118.136005,530001,8.992
410024,33.782575,-118.135932,530002,8.996
410024,33.782576,-118.135829,530003,9.002
410024,33.782576,-118.135683,530004,9.011
410024,33.782574,-118.135499,530005,9.021
410024,33.782572,-118.135272,530006,9.034
410024,33.782573,-118.135080,530007,9.045
410024,33.782574,-118.134888,530008,9.056
410024,33.782576,-118.134648,530009,9.070
410024,33.782574,-118.134317,530010,9.089
410024,33.782571,-118.134158,530011,9.098
410024,33.782613,-118.134156,530012,9.101
410024,33.782872,-118.134156,530013,9.119
410024,33.783426,-118.134156,530014,9.157
410024,33.783580,-118.134147,530015,9.168
410024,33.783769,-118.134120,530016,9.181
410024,33.783562,-118.133867,530017,9.201
410024,33.783384,-118.133655,530018,9.219
410024,33.783354,-118.133619,530019,9.222
410024,33.783125,-118.133324,530020,9.245
410024,33.783085,-118.133273,530021,9.249
410024,33.782855,-118.132979,530022,9.272
410024,33.782813,-118.132926,530023,9.276
410024,33.782813,-118.132926,540001,9.276
410024,33.782664,-118.132741,540002,9.291
410024,33.782399,-118.132401,540003,9.318
410024,33.781995,-118.131859,540004,9.360
410024,33.781914,-118.131748,540005,9.368
410024,33.781647,-118.131387,540006,9.396
410024,33.781490,-118.131175,540007,9.412
410024,33.781445,-118.131115,540008,9.417
410024,33.781367,-118.131010,540009,9.425
410024,33.781336,-118.130846,540010,9.435
410024,33.781187,-118.130648,540011,9.450
410024,33.781088,-118.130513,540012,9.460
410024,33.780903,-118.130260,540013,9.480
410024,33.779650,-118.128562,540014,9.610
410024,33.779507,-118.128365,540015,9.625
410024,33.779382,-118.128199,540016,9.638
410024,33.779315,-118.128110,540017,9.645
410024,33.779223,-118.128075,540018,9.651
410024,33.779008,-118.127808,540019,9.673
410024,33.778839,-118.127584,540020,9.690
410024,33.778645,-118.127332,540021,9.710
410024,33.778491,-118.127118,540022,9.726
410024,33.778319,-118.126881,540023,9.744
410024,33.778280,-118.126827,540024,9.748
410024,33.778031,-118.126494,540025,9.774
410024,33.777855,-118.126259,540026,9.792
410024,33.777717,-118.126070,540027,9.807
410024,33.777615,-118.125930,540028,9.817
410024,33.777509,-118.125785,540029,9.828
410024,33.777355,-118.125573,540030,9.845
410024,33.777269,-118.125455,540031,9.854
410024,33.777183,-118.125337,540032,9.863
410024,33.777045,-118.125146,540033,9.877
410024,33.776885,-118.124930,540034,9.894
410024,33.776669,-118.124649,540035,9.916
410024,33.776436,-118.124352,540036,9.939
410024,33.776260,-118.124127,540037,9.957
410024,33.776106,-118.123928,540038,9.973
410024,33.775955,-118.123727,540039,9.988
410024,33.775904,-118.123659,540040,9.993
410024,33.775840,-118.123572,540041,10.000
410024,33.775657,-118.123323,540042,10.019
410024,33.775563,-118.123195,540043,10.029
410024,33.775477,-118.123079,540044,10.038
410024,33.775389,-118.122961,540045,10.047
410024,33.775278,-118.122801,540046,10.059
410024,33.775271,-118.122523,540047,10.075
410024,33.775267,-118.122182,540048,10.095
410024,33.775263,-118.121684,540049,10.123
410024,33.775262,-118.121469,540050,10.136
410024,33.775262,-118.121469,550001,10.136
410024,33.775261,-118.121362,550002,10.142
410024,33.775255,-118.121201,550003,10.151
410024,33.775250,-118.120923,550004,10.167
410024,33.775243,-118.120738,550005,10.178
410024,33.775239,-118.120311,550006,10.202
410024,33.775239,-118.120239,550007,10.207
410024,33.775237,-118.120062,550008,10.217
410024,33.775235,-118.119783,550009,10.233
410024,33.775234,-118.119671,550010,10.239
410024,33.775228,-118.119319,550011,10.260
410024,33.775224,-118.119015,550012,10.277
410024,33.775219,-118.118878,550013,10.285
410024,33.775219,-118.118585,550014,10.302
410024,33.775219,-118.118211,550015,10.323
410024,33.775219,-118.118211,560001,10.323
410024,33.775219,-118.117259,560002,10.378
410024,33.775219,-118.116761,560003,10.407
410024,33.775219,-118.115572,560004,10.475
410024,33.775219,-118.115293,560005,10.491
410024,33.775357,-118.115296,560006,10.501
410024,33.775957,-118.115289,560007,10.542
410024,33.776875,-118.115289,560008,10.605
410024,33.777325,-118.115289,560009,10.636
410024,33.777438,-118.115282,560010,10.644
410024,33.777532,-118.115257,560011,10.651
410024,33.777682,-118.115194,560012,10.662
410024,33.777793,-118.115170,560013,10.670
410024,33.777793,-118.115170,570001,10.670
410024,33.777968,-118.115132,570002,10.682
410024,33.778203,-118.115113,570003,10.698
410024,33.778432,-118.115127,570004,10.714
410024,33.778864,-118.115256,570005,10.745
410024,33.778977,-118.115275,570006,10.752
410024,33.779951,-118.115276,570007,10.820
410024,33.780350,-118.115272,570008,10.847
410024,33.780433,-118.115272,570009,10.853
410024,33.781182,-118.115153,570010,10.905
410024,33.781330,-118.115096,570011,10.916
410024,33.781386,-118.115012,570012,10.922
410024,33.781482,-118.114945,570013,10.929
410024,33.781566,-118.114870,570014,10.937
410024,33.781606,-118.114830,570015,10.940
410024,33.781649,-118.114799,570016,10.944
410024,33.781688,-118.114775,570017,10.947
410024,33.781733,-118.114757,570018,10.950
410024,33.781774,-118.114754,570019,10.953
410024,33.781831,-118.114768,570020,10.957
410024,33.781890,-118.114794,570021,10.961
410024,33.781919,-118.114811,570022,10.963
410024,33.781943,-118.114826,570023,10.965
410024,33.781986,-118.114868,570024,10.969
410024,33.782007,-118.114903,570025,10.972
410025,33.782572,-118.133476,10001,0.000
410025,33.782571,-118.133904,10002,0.025
410025,33.782571,-118.134158,10003,0.039
410025,33.782574,-118.134317,10004,0.048
410025,33.782576,-118.134648,10005,0.067
410025,33.782574,-118.134888,10006,0.081
410025,33.782573,-118.135080,10007,0.092
410025,33.782572,-118.135272,10008,0.103
410025,33.782574,-118.135499,10009,0.116
410025,33.782576,-118.135683,10010,0.127
410025,33.782576,-118.135829,10011,0.135
410025,33.782575,-118.135932,10012,0.141
410025,33.782575,-118.136162,10013,0.155
410025,33.782573,-118.136996,10014,0.203
410025,33.782573,-118.137196,10015,0.214
410025,33.782573,-118.137410,10016,0.226
410025,33.782573,-118.137410,20001,0.226
410025,33.782573,-118.137465,20002,0.230
410025,33.782573,-118.137747,20003,0.246
410025,33.782575,-118.138139,20004,0.268
410025,33.782576,-118.138304,20005,0.278
410025,33.782576,-118.138613,20006,0.296
410025,33.782576,-118.138823,20007,0.308
410025,33.782576,-118.139342,20008,0.338
410025,33.782579,-118.139914,20009,0.371
410025,33.782579,-118.140101,20010,0.381
410025,33.782580,-118.140195,20011,0.387
410025,33.782580,-118.140195,30001,0.387
410025,33.782580,-118.140236,30002,0.389
410025,33.782581,-118.140507,30003,0.405
410025,33.782585,-118.140784,30004,0.421
410025,33.782587,-118.140959,30005,0.431
410025,33.782587,-118.141165,30006,0.443
410025,33.782587,-118.141276,30007,0.449
410025,33.782587,-118.141526,30008,0.463
410025,33.782589,-118.141771,30009,0.477
410025,33.782591,-118.141887,30010,0.484
410025,33.782591,-118.141887,40001,0.484
410025,33.782591,-118.141943,40002,0.487
410025,33.782590,-118.142092,40003,0.496
410025,33.782590,-118.142206,40004,0.502
410025,33.782591,-118.142406,40005,0.514
410025,33.782591,-118.142634,40006,0.527
410025,33.782591,-118.142868,40007,0.541
410025,33.782590,-118.143063,40008,0.552
410025,33.782590,-118.143304,40009,0.566
410025,33.782590,-118.143484,40010,0.576
410025,33.782589,-118.143717,40011,0.589
410025,33.782589,-118.143974,40012,0.604
410025,33.782590,-118.144392,40013,0.628
410025,33.782590,-118.144462,40014,0.632
410025,33.782590,-118.144462,50001,0.632
410025,33.782590,-118.144550,50002,0.637
410025,33.782590,-118.144809,50003,0.652
410025,33.782590,-118.145020,50004,0.664
410025,33.782590,-118.145342,50005,0.683
410025,33.782590,-118.145520,50006,0.693
410025,33.782590,-118.145652,50007,0.701
410025,33.782591,-118.145893,50008,0.715
410025,33.782589,-118.146138,50009,0.729
410025,33.782589,-118.146196,50010,0.732
410025,33.782589,-118.146196,60001,0.732
410025,33.782588,-118.146273,60002,0.737
410025,33.782588,-118.146411,60003,0.744
410025,33.782589,-118.146644,60004,0.758
410025,33.782591,-118.146982,60005,0.777
410025,33.782589,-118.147203,60006,0.790
410025,33.782588,-118.147310,60007,0.796
410025,33.782586,-118.147524,60008,0.809
410025,33.782587,-118.147744,60009,0.821
410025,33.782590,-118.148510,60010,0.865
410025,33.782590,-118.148510,70001,0.865
410025,33.782591,-118.148812,70002,0.883
410025,33.782591,-118.149013,70003,0.894
410025,33.782592,-118.149220,70004,0.906
410025,33.782592,-118.149407,70005,0.917
410025,33.782593,-118.149722,70006,0.935
410025,33.782595,-118.149974,70007,0.950
410025,33.782597,-118.150244,70008,0.965
410025,33.782595,-118.150544,70009,0.982
410025,33.782594,-118.150720,70010,0.992
410025,33.782594,-118.150820,70011,0.998
410025,33.782594,-118.150862,70012,1.001
410025,33.782594,-118.150862,80001,1.001
410025,33.782594,-118.150896,80002,1.003
